BHARTIARTL,TECHM,TATAMTRDVR,HINDALCO,AMBUJACEM,SBIN,ITC,COALINDIA,ICICIBANK,WIPRO,YESBANK,GAIL,INFRATEL,TATAMOTORS,ADANIPORTS,BPCL,SUNPHARMA,AXISBANK,CIPLA,ZEEL,AUROPHARMA,TIME 
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588305.91
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588307.1
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588308.31
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588309.46
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588310.58
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588312.45
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588313.89
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588315.1
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588316.29
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588317.46
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588319.15
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588320.63
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588321.95
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588323.26
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588324.47
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588325.57
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588326.95
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588328.13
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588329.35
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588330.49
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588332.26
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588333.34
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588334.54
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588335.8
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588336.89
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588338.0
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588339.12
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588340.67
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588341.75
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588342.89
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588343.98
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588345.21
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588346.33
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588347.72
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588348.82
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588350.02
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588351.2
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588352.28
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588353.4
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588354.53
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588356.06
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588357.19
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588358.83
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588359.96
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588361.25
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588362.76
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588363.9
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588364.97
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588366.21
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588367.31
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588368.39
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588369.5
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588370.62
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588371.82
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588372.94
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588374.05
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588375.15
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588376.32
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588377.46
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588378.57
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588379.63
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588380.75
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588382.03
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588383.1
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588384.21
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588385.32
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588386.38
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588387.6
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588388.7
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588389.77
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588390.88
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588392.12
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588393.24
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588394.34
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588395.45
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588396.56
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588397.74
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588398.84
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588399.95
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588401.04
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588402.17
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588403.37
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588404.44
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588405.58
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588406.68
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588407.88
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588408.97
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588410.08
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588411.15
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588412.26
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588413.48
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588414.54
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588415.63
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588416.73
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588417.82
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588419.01
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588420.19
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588421.27
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588422.35
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588423.62
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588424.7
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588425.77
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588426.87
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588428.01
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588429.19
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588430.32
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588431.41
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588432.48
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588433.63
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588434.8
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588435.88
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588436.98
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588438.09
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588439.31
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588440.44
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588441.52
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588442.59
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588443.72
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588444.89
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588446.01
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588447.08
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588448.18
 380.20, 652.80, 202.15, 232.60, 236.00, 253.80, 261.95, 281.50, 286.75, 286.85, 311.75, 326.05, 340.70, 358.40, 372.35, 418.65, 515.90, 548.75, 556.15, 571.25, 611.80,1523588449.41
